player_id,player_name,birth_date,nationality,primary_broad_position,primary_general_position,secondary_broad_position,secondary_general_position,season_name,height_ft,height_in,weight_lb,competition,height_ft_outlier,height_in_outlier,weight_lb_outlier
gpMOzrjDQz,Tom Heinemann,1987-04-23,USA,FW,ST,,,2013,6.0,4.0,181.0,mls,False,False,False
gpMOzvmDQz,Gideon Baah,1991-10-01,Ghana,DF,CB,,,2016,6.0,0.0,183.0,mls,False,False,False
gpMOzy3RQz,Walter Restrepo,1988-06-21,USA,FW,ST,MF,W,2016,5.0,8.0,152.0,mls,False,False,False
jYQJ170EqG,Manuel Castro,1995-09-27,Uruguay,MF,W,,,2020,5.0,9.0,159.0,mls,False,False,False
jYQJ1dWDqG,José Adolfo Valencia,1991-12-18,Colombia,FW,ST,,,2013,6.0,1.0,181.0,mls,False,False,False
jYQJ1kXEqG,Dane Kelly,1991-02-09,Jamaica,DF,FB,,,2018,5.0,11.0,159.0,mls,False,False,False
jYQJ1PddqG,Leonardo Bertone,1994-03-14,Switzerland,MF,DM,,CM,2019,5.0,10.0,159.0,mls,False,False,False
jYQJ1ZRDqG,Pele van Anholt,1991-04-23,Netherlands,DF,FB,,,2017,5.0,7.0,157.0,mls,False,False,False
jYQJ6PEQGR,Lisandro López,1983-03-02,Argentina,FW,ST,,,2021,5.0,9.0,163.0,mls,False,False,False
jYQJa3zDqG,Jhon Durán,2003-12-13,Colombia,FW,ST,,,2022,6.0,1.0,161.0,mls,False,False,False
jYQJa4pBqG,José Mulato,2003-01-09,Colombia,FW,ST,,,2023,5.0,11.0,165.0,mls,False,False,False
jYQJa67yqG,Rodrigo Piñeiro,1999-05-05,Uruguay,MF,W,,,2021,5.0,9.0,146.0,mls,False,False,False
jYQJa6EZqG,Allan Arigoni,1998-11-04,Switzerland,DF,FB,,,2024,6.0,0.0,176.0,mls,False,False,False
jYQJaaOEqG,Hunter Sulte,2002-04-25,USA,GK,GK,,,2021,6.0,5.0,181.0,mls,False,False,False
jYQJaD9yqG,Jordan Bender,2001-07-09,USA,MF,W,,,2020,5.0,1.0,146.0,mls,False,False,False
jYQJaDnDqG,Leo Afonso,2001-07-13,Brazil,FW,W,MF,W,2024,5.0,11.0,159.0,mls,False,False,False
jYQJam8BqG,Ilijah Paul,2002-07-26,USA,FW,ST,,,2023,6.0,0.0,179.0,mls,False,False,False
jYQJaXjkqG,Jordy Alcívar,1999-08-05,Ecuador,MF,CM,,,2022,5.0,8.0,157.0,mls,False,False,False
jYQJbkDQGR,Christian Fernández,1985-10-15,Spain,DF,FB,,,2014,6.0,0.0,170.0,mls,False,False,False
jYQJgDREMG,Mohamed Traore,2002-08-15,Senegal,DF,CB,,,2020,,,,mls,False,False,False
jYQJgEJdMG,Cavan Sullivan,2009-09-28,USA,MF,AM,FW,ST,2024,,,,mls,False,False,False
jYQJgJvdMG,Koa Santos,1999-09-21,USA,MF,W,,,2022,5.0,10.0,159.0,mls,False,False,False
jYQJgokGMG,Lazar Stefanovic,2006-08-10,USA,DF,CB,,,2023,,,,mls,False,False,False
jYQJgRXGMG,João Pedro,2003-03-14,Brazil,DF,FB,,,2024,6.0,0.0,161.0,mls,False,False,False
jYQJnEGQGR,Nana Attakora,1989-03-27,Canada,DF,CB,,,2013,6.0,1.0,185.0,mls,False,False,False
jYQJxmD5GR,Benjamin Angoua,1986-11-28,Ivory Coast,DF,CB,,,2017,6.0,0.0,159.0,mls,False,False,False
jYQJxXE5GR,Samuel Armenteros,1990-05-27,Sweden,FW,ST,,,2018,5.0,11.0,176.0,mls,False,False,False
jYQJYXLkqG,Oliver Semmle,1998-03-28,Germany,GK,GK,,,2024,6.0,4.0,201.0,mls,False,False,False
jYQJYXpPqG,Tyrese Spicer,2000-12-04,Trinidad & Tobago,DF,FB,,,2024,6.0,1.0,,mls,False,False,False
jYQJz8kZQG,Kris Tyrpak,1992-05-07,USA,MF,W,FW,ST,2014,5.0,11.0,146.0,mls,False,False,False
jYQJzDXEQG,Emanuel Cecchini,1996-12-24,Argentina,MF,DM,,,2019,5.0,10.0,170.0,mls,False,False,False
jYQJzjEQGR,Marcus Hahnemann,1972-06-15,USA,GK,GK,,,2013,6.0,3.0,220.0,mls,False,False,False
jYQJzjRyQG,Kyle Morton,1994-03-31,USA,GK,GK,,,2021,6.0,4.0,190.0,mls,False,False,False
jYQJzoPWQG,Daniel Bedoya,1994-02-13,USA,MF,W,,,2019,5.0,6.0,,mls,False,False,False
jYQJzrGyQG,Emiliano Amor,1995-05-16,Argentina,DF,CB,,,2018,6.0,0.0,176.0,mls,False,False,False
jYQJzwYyQG,Brian Brown,1992-12-24,Jamaica,FW,ST,,,2014,6.0,1.0,185.0,mls,False,False,False
jYQJZzEQGR,Joe Cannon,1975-01-01,USA,GK,GK,,,2013,6.0,2.0,201.0,mls,False,False,False
KAqB49JMbg,Gareth Bale,1989-07-16,Wales,FW,W,,ST,2022,6.0,1.0,179.0,mls,False,False,False
KAqB964m5b,Conor Donovan,1996-01-08,USA,DF,CB,,,2015,6.0,2.0,176.0,mls,False,False,False
KAqB97xV5b,Victor Bezerra,2000-02-05,USA,FW,ST,DF,FB,2022,6.0,0.0,174.0,mls,False,False,False
KAqB98Em5b,Lindo Mfeka,1994-03-30,South Africa,DF,FB,,,2017,5.0,6.0,154.0,mls,False,False,False
KAqB9EbX5b,Alan Steven Franco,1998-08-21,Ecuador,MF,W,,CM,2022,5.0,9.0,163.0,mls,False,False,False
KAqB9g2m5b,Harold Hanson,1999-07-16,Italy,MF,W,,,2017,5.0,9.0,165.0,mls,False,False,False
KAqB9K1v5b,Bartosz Slisz,1999-03-29,Poland,MF,DM,,CM,2024,5.0,11.0,168.0,mls,False,False,False
KAqB9LnX5b,Brian Fernández,1994-09-26,Argentina,FW,ST,,,2019,5.0,7.0,154.0,mls,False,False,False
KAqB9NNA5b,Tyler Turner,1996-03-04,USA,DF,FB,,,2015,5.0,10.0,154.0,mls,False,False,False
KAqB9oj75b,Grayson Barber,2000-05-03,USA,FW,W,,,2021,5.0,9.0,165.0,mls,False,False,False
KAqB9POB5b,Abdul Rwatubyaye,1996-10-23,Rwanda,DF,CB,,,2019,6.0,1.0,176.0,mls,False,False,False
KAqB9v6A5b,John Neeskens,1993-11-17,Spain,MF,W,,,2014,6.0,1.0,161.0,mls,False,False,False
KAqBbvXqbg,Nicolás Gaitán,1988-02-23,Argentina,MF,AM,,,2019,5.0,8.0,146.0,mls,False,False,False
KAqBjNRJqb,Conor Shanosky,1991-12-13,USA,DF,CB,,,2013,6.0,4.0,185.0,mls,False,False,False
KAqBjVjmqb,Stuart Armstrong,1992-03-30,Scotland,MF,CM,,,2024,6.0,0.0,165.0,mls,False,False,False
KAqBjzb4qb,Adam Henley,1994-06-14,Wales,DF,FB,,,2018,5.0,10.0,176.0,mls,False,False,False
KAqBka7BQb,Michael Wentzel,2002-04-10,Germany,DF,CB,,,2024,6.0,2.0,183.0,mls,False,False,False
KAqBkB7vQb,Isaiah Jones,2006-04-08,USA,MF,CM,,W,2024,,,,mls,False,False,False
KAqBkoBQbg,Lee Young-Pyo,1977-04-23,South Korea,DF,FB,,,2013,5.0,9.0,152.0,mls,False,False,False
KAqBkWvJQb,Jovan Mijatović,2005-07-11,Serbia,FW,ST,,,2024,,,,mls,False,False,False
KAqBN2aVqb,Nikolas Dyhr,2001-06-18,Denmark,DF,FB,,,2024,5.0,10.0,132.0,mls,False,False,False
KAqBNbaWqb,Efrain Morales,2004-03-04,USA,DF,CB,,,2024,6.0,3.0,170.0,mls,False,False,False
KAqBNdyZqb,Kelvin Yeboah,2000-05-06,Italy,FW,ST,,,2024,6.0,0.0,161.0,mls,False,False,False
KAqBNLbvqb,Richard Ledezma,2000-09-06,USA,FW,ST,MF,AM,2023,5.0,9.0,141.0,mls,False,False,False
KAqBNrRXqb,Noah Eile,2002-07-19,Sweden,DF,CB,,,2024,,,,mls,False,False,False
KAqBNYNXqb,Jacob Greene,2003-03-23,USA,DF,FB,,,2023,5.0,7.0,141.0,mls,False,False,False
KAqBRgBqbg,Guly do Prado,1981-12-31,Brazil,FW,ST,,,2015,6.0,2.0,172.0,mls,False,False,False
KAqBvobJqb,Luis Müller,2001-02-12,Germany,FW,W,DF,FB,2024,6.0,2.0,,mls,False,False,False
KAqBvvRmqb,Shakur Mohammed,2003-08-27,Ghana,MF,CM,,,2024,5.0,10.0,159.0,mls,False,False,False
KPqj72gEQ6,Peter-Lee Vassell,1998-02-03,Jamaica,MF,CM,,DM,2019,5.0,11.0,132.0,mls,False,False,False
KPqj7DpnQ6,Adrián Zendejas,1995-08-30,USA,GK,GK,,,2019,6.0,5.0,185.0,mls,False,False,False
KPqj7dxnQ6,Pierre Reedy,1998-01-11,USA,MF,W,,,2022,,,,mls,False,False,False
KPqj7K72Q6,Cedric Teuchert,1997-01-14,Germany,FW,ST,MF,AM,2024,6.0,0.0,176.0,mls,False,False,False
KPqj7VbYQ6,Matías Rojas,1995-11-03,Paraguay,MF,CM,FW,W,2024,6.0,1.0,159.0,mls,False,False,False
KPqj7Y0BQ6,Matty Longstaff,2000-03-21,England,MF,CM,,,2024,,,,mls,False,False,False
KPqjB6Rq6v,Jimmy Nielsen,1977-08-06,Denmark,GK,GK,,,2013,6.0,3.0,201.0,mls,False,False,False
KPqjBBNBq6,Jefferson Díaz,2000-12-05,Colombia,DF,CB,,,2024,,,,mls,False,False,False
KPqjbp2q6v,Dane Richards,1983-12-14,Jamaica,MF,W,,,2015,5.0,7.0,154.0,mls,False,False,False
KPqjEa456v,Carlos Valdés,1985-05-22,Colombia,DF,CB,,,2014,6.0,0.0,176.0,mls,False,False,False
KPqjGLPQ6v,Nosa,1990-11-09,Nigeria,MF,DM,,,2017,6.0,0.0,172.0,mls,False,False,False
KPqjK0kYQ6,Steven Sserwadda,2002-08-28,Uganda,MF,DM,,,2022,5.0,10.0,163.0,mls,False,False,False
KPqjKN62Q6,Show,1999-03-06,Angola,MF,CM,,,2024,5.0,11.0,165.0,mls,False,False,False
KPqjkoEQ6v,Chris Albright,1979-01-14,USA,FW,ST,MF,CM,2013,6.0,1.0,181.0,mls,False,False,False
KPqjKWmyQ6,James Igbekeme,1995-07-04,Nigeria,FW,W,,,2022,5.0,7.0,146.0,mls,False,False,False
KPqjKY48Q6,Laurence Wyke,1996-09-20,England,DF,CB,,FB,2020,6.0,1.0,183.0,mls,False,False,False
KPqjo9RNQ6,Dennis Iapichino,1990-07-27,Switzerland,DF,FB,,,2013,5.0,10.0,161.0,mls,False,False,False
KPqjoaX8Q6,Jorge Claros,1986-01-08,Honduras,MF,DM,,,2014,5.0,9.0,157.0,mls,False,False,False
KPqjXJnM6v,Daniel Antunez,1986-02-10,USA,MF,CM,,,2013,5.0,10.0,172.0,mls,False,False,False
KPqjZd8q6v,Gláuber,1983-08-05,Brazil,DF,CB,,,2013,6.0,3.0,170.0,mls,False,False,False
kRQa2L2LMK,Evan Louro,1996-01-19,USA,GK,GK,,,2024,6.0,3.0,225.0,mls,False,False,False
kRQa2NpbMK,Aidan Daniels,1998-09-06,Canada,MF,W,,,2018,5.0,9.0,165.0,mls,False,False,False
kRQa2okMKZ,Alessandro Nesta,1976-03-19,Italy,DF,CB,,,2013,6.0,1.0,176.0,mls,False,False,False
kRQa7Ro5KZ,Dani Fragoso,1982-03-31,Spain,FW,ST,,,2014,5.0,8.0,161.0,mls,False,False,False
kRQabOROMK,Jun Marques Davidson,1983-06-07,Japan,MF,DM,,,2013,6.0,2.0,165.0,mls,False,False,False
kRQabXDmMK,Yony González,1994-07-11,Colombia,FW,ST,MF,W,2020,6.0,0.0,165.0,mls,False,False,False
kRQabyN8MK,Jonathan Rodríguez,1993-07-06,Uruguay,MF,W,,,2024,5.0,11.0,172.0,mls,False,False,False
kRQao63j5K,London Aghedo,2000-05-31,USA,DF,CB,,,2024,,,,mls,False,False,False
kRQaopnY5K,David Schnegg,1998-09-29,Austria,DF,FB,,,2024,6.0,1.0,176.0,mls,False,False,False
kRQaovVo5K,Gabriel Pec,2001-02-11,Brazil,FW,W,MF,W,2024,5.0,10.0,139.0,mls,False,False,False
kRQax61qKZ,Fredrik Gulbrandsen,1992-09-10,Norway,FW,ST,,,2017,5.0,10.0,165.0,mls,False,False,False
kRQazJjMKZ,Facundo Coria,1987-05-28,Argentina,FW,ST,MF,W,2015,5.0,11.0,172.0,mls,False,False,False
KXMe39a6q6,Andrew Rick,2006-01-30,USA,GK,GK,,,2024,,,,mls,False,False,False
KXMe4kPQ64,Marcus Tracy,1986-10-02,USA,FW,ST,MF,CM,2013,6.0,1.0,172.0,mls,False,False,False
KXMe4W2Q64,Philip Lund,1989-09-05,Denmark,FW,ST,,,2013,5.0,9.0,159.0,mls,False,False,False
KXMe8BVrQ6,Jefferson Valverde,1999-05-04,Ecuador,DF,FB,,,2024,,,,mls,False,False,False
KXMe8evxQ6,Joe Scally,2002-12-31,USA,DF,FB,,,2020,6.0,0.0,176.0,mls,False,False,False
KXMe8JD2Q6,Pedro Amador,1998-12-18,Portugal,DF,FB,,,2024,5.0,11.0,161.0,mls,False,False,False
KXMe8WD1Q6,Facundo Farías,2002-08-28,Argentina,FW,W,,ST,2023,,,,mls,False,False,False
KXMe8Y2vQ6,Justin Che,2003-11-18,USA,DF,FB,,,2021,5.0,4.0,159.0,mls,False,False,False
KXMeEzPM64,Efraín Juárez,1988-02-22,Mexico,MF,CM,,,2018,5.0,9.0,137.0,mls,False,False,False
KXMegX31q6,Tyger Smalls,2001-09-18,England,FW,W,MF,W,2024,,,,mls,False,False,False
KXMekmrPq6,Josh Cohen,1992-08-18,USA,GK,GK,,,2024,6.0,1.0,174.0,mls,False,False,False
KXMekw02q6,Rece Buckmaster,1996-07-07,USA,DF,FB,,,2019,5.0,8.0,137.0,mls,False,False,False
KXMekY1Xq6,Connor Sparrow,1994-05-10,USA,GK,GK,,,2020,6.0,2.0,181.0,mls,False,False,False
KXMekz9Pq6,Jeremy Kelly,1997-10-21,USA,DF,FB,,,2020,5.0,9.0,150.0,mls,False,False,False
KXMeO4D6q6,Christian Ortíz,1992-08-20,Argentina,MF,CM,FW,ST,2022,5.0,7.0,154.0,mls,False,False,False
KXMeOVpXq6,Marcelo,1989-07-27,Brazil,DF,CB,,,2019,6.0,0.0,163.0,mls,False,False,False
KXMeYlxM64,Brandon McDonald,1986-01-16,USA,DF,CB,,,2013,6.0,1.0,185.0,mls,False,False,False
lgpMOvnQzy,Carlo Cudicini,1973-09-06,Italy,GK,GK,,,2013,6.0,1.0,163.0,mls,False,False,False
ljqE1Lwqx0,Leonardo Jara,1991-05-20,Argentina,DF,FB,,,2019,5.0,10.0,159.0,mls,False,False,False
ljqE212OQx,Francis Atuahene,1996-06-08,Ghana,MF,W,,,2019,5.0,11.0,170.0,mls,False,False,False
ljqE2jbwQx,Léo Pereira,1996-01-31,Brazil,DF,CB,,,2017,6.0,2.0,185.0,mls,False,False,False
ljqE2oxkQx,Sergio Campbell,1992-01-16,Jamaica,DF,CB,,,2015,6.0,4.0,198.0,mls,False,False,False
ljqE2yXAQx,Emmanuel Appiah,1993-09-26,USA,MF,CM,,,2016,5.0,10.0,165.0,mls,False,False,False
ljqEJGGOQx,Federico Redondo,2003-01-18,Argentina,MF,CM,,,2024,6.0,2.0,165.0,mls,False,False,False
ljqEjOY4Qx,Ricardo Velazco,1993-05-26,USA,MF,W,,,2017,5.0,8.0,152.0,mls,False,False,False
ljqEjvzwQx,Érik Correa,1992-07-20,Colombia,FW,ST,,,2013,6.0,1.0,192.0,mls,False,False,False
ljqEJWxzQx,Dominik Marczuk,2003-11-01,Poland,MF,W,,,2024,5.0,11.0,163.0,mls,False,False,False
ljqELA3E5x,Matthew Hoppe,2001-03-13,USA,MF,W,,AM,2023,6.0,3.0,176.0,mls,False,False,False
ljqELaBw5x,Youba Diarra,1998-03-24,Mali,MF,CM,,DM,2021,5.0,10.0,174.0,mls,False,False,False
ljqELvRw5x,Filip Yavorov Krastev,2001-10-15,Bulgaria,MF,CM,,,2023,5.0,10.0,,mls,False,False,False
ljqEVnKkQx,Daniel Kinumbe,1999-03-15,Canada,DF,FB,,,2019,5.0,8.0,139.0,mls,False,False,False
ljqEWR4Mx0,Daniel Woolard,1984-05-22,USA,DF,CB,,,2013,5.0,10.0,157.0,mls,False,False,False
N6Mm70bZqE,Jaime Frias,1993-02-18,USA,DF,FB,,,2013,5.0,11.0,163.0,mls,False,False,False
N6Mm7op0qE,Lass,1992-03-30,Guinea,FW,W,,,2019,5.0,9.0,157.0,mls,False,False,False
N6Mm7OpxqE,Connor Brandt,1992-09-15,USA,DF,CB,,,2015,6.0,1.0,157.0,mls,False,False,False
N6MmeAowME,Amahl Pellegrino,1990-06-18,Tanzania,MF,W,,,2024,6.0,3.0,150.0,mls,False,False,False
N6MmeE3wME,Hannes Wolf,1999-04-16,Austria,MF,W,,,2024,5.0,10.0,150.0,mls,False,False,False
N6MmekpWME,Lucas Venuto,1995-01-14,Brazil,FW,W,,,2019,5.0,5.0,132.0,mls,False,False,False
N6MmelOWME,Eric Stevenson,1990-08-30,USA,FW,ST,,,2014,5.0,8.0,146.0,mls,False,False,False
N6MmezdWME,Brendan McDonough,1996-12-27,USA,DF,CB,,,2019,6.0,2.0,190.0,mls,False,False,False
N6MmeZPwME,Victor Mansaray,1997-02-22,USA,FW,ST,MF,AM,2015,5.0,11.0,181.0,mls,False,False,False
N6MmJrw5EG,Paulo Renato,1987-05-14,Portugal,DF,CB,,,2015,6.0,0.0,168.0,mls,False,False,False
N6MmKd3WqE,Amet Korça,2000-09-16,Albania,DF,CB,,,2023,,,,mls,False,False,False
N6MmL1wQEG,Agus,1985-05-03,Spain,DF,CB,,,2016,6.0,1.0,181.0,mls,False,False,False
N6MmmdWMEG,Joe Mason,1991-05-13,Republic of Ireland,FW,ST,,,2018,5.0,10.0,161.0,mls,False,False,False
N6MmoN8vqE,Dominic Iankov,2000-07-28,Bulgaria,MF,AM,,,2024,,,,mls,False,False,False
N6MmW1zgqE,Lucas Monzón,2001-09-29,Uruguay,DF,CB,,,2021,,,,mls,False,False,False
N6MmWekZqE,Vinicius Mello,2002-08-19,Brazil,MF,W,,,2023,5.0,11.0,185.0,mls,False,False,False
N6MmWW4eqE,Omar Campos,2002-07-20,Mexico,DF,FB,,,2024,5.0,9.0,143.0,mls,False,False,False
NPqxAp4mQ9,Fidel Barajas,2006-04-05,USA,MF,W,,,2024,,,,mls,False,False,False
NPqxe1RjQ9,Felipe Carballo,1996-10-04,Uruguay,MF,CM,,,2024,5.0,10.0,159.0,mls,False,False,False
NPqxeg1GQ9,Carlos Cermeño,1995-08-08,Venezuela,MF,DM,,,2017,5.0,5.0,143.0,mls,False,False,False
NPqxej8gQ9,Pedro Baez,1997-01-15,Paraguay,FW,ST,,,2016,6.0,1.0,,mls,False,False,False
NPqxepRmQ9,Ben Swanson,1997-07-18,USA,MF,DM,,,2016,5.0,6.0,130.0,mls,False,False,False
NPqxm12kQ9,Matt Van Oekel,1986-09-20,USA,GK,GK,,,2017,6.0,4.0,205.0,mls,False,False,False
NPqxmxYgQ9,Hugh Alexander Dixon,1990-02-07,USA,MF,CM,,,2013,5.0,8.0,152.0,mls,False,False,False
NPqxPAxq9d,Yannick Djaló,1986-05-05,Portugal,FW,ST,MF,W,2014,5.0,6.0,141.0,mls,False,False,False
NPqxX3mq9d,Ryan Miller,1984-12-14,USA,DF,FB,,,2013,5.0,11.0,165.0,mls,False,False,False
NPqxXDkq9d,Markus Halsti,1984-03-19,Finland,MF,CM,,,2015,6.0,0.0,174.0,mls,False,False,False
NPqxXKkq9d,Siem de Jong,1989-01-28,Netherlands,FW,ST,,,2020,6.0,1.0,168.0,mls,False,False,False
NPqxxnwjq9,Frantz Pangop,1995-03-18,Cameroon,MF,W,,,2018,5.0,10.0,165.0,mls,False,False,False
NPqxxVnWq9,Jay Joshua Herdman,2004-08-14,New Zealand,FW,W,,,2024,5.0,7.0,139.0,mls,False,False,False
NWMWbwKQlz,Eddie Gaven,1986-10-25,USA,MF,W,,,2013,6.0,0.0,165.0,mls,False,False,False
NWMWe2Yqlz,Aubrey David,1990-10-11,Trinidad & Tobago,DF,FB,,,2016,6.0,3.0,163.0,mls,False,False,False
NWMWgLbEMl,Kevin Kelsy,2004-07-27,Venezuela,FW,ST,,,2024,6.0,2.0,187.0,mls,False,False,False
NWMWj9DQlz,Justin Hoyte,1984-11-20,Trinidad & Tobago,DF,FB,,CB,2019,5.0,11.0,157.0,mls,False,False,False
NWMWlnwE5l,Bobby Edwards,1995-08-11,USA,GK,GK,,,2020,6.0,6.0,218.0,mls,False,False,False
NWMWo2GeMl,Alejandro Granados Torres,2006-05-30,Spain,MF,W,,,2023,,,,mls,False,False,False
NWMWo7zLMl,Jesus Batiz,1999-06-14,USA,MF,W,FW,ST,2023,,,,mls,False,False,False
NWMWobANMl,Ilias Iliadis,2001-03-21,Greece,DF,FB,,,2023,5.0,9.0,,mls,False,False,False
NWMWozjzMl,O’Vonte Mullings,2000-10-09,Canada,DF,FB,,,2023,5.0,10.0,163.0,mls,False,False,False
NWMWRNKQlz,Alexander Büttner,1989-02-11,Netherlands,DF,FB,,,2020,5.0,9.0,165.0,mls,False,False,False
NWMWVpyKQl,Agustín Jara,1992-06-01,Argentina,MF,W,DF,CB,2016,5.0,10.0,165.0,mls,False,False,False
NWMWwxEMlz,Thomas Piermayr,1989-08-02,Austria,DF,FB,,CB,2014,6.0,0.0,176.0,mls,False,False,False
NWMWX9mY5l,Ventura Alvarado,1992-08-16,USA,DF,FB,,,2021,5.0,11.0,157.0,mls,False,False,False
NWMWxAZ5lz,Mario de Luna,1988-01-05,Mexico,DF,CB,,,2013,5.0,10.0,168.0,mls,False,False,False
NWMWXJWj5l,Bradley Diallo,1990-07-20,France,DF,FB,,,2017,6.0,0.0,174.0,mls,False,False,False
NWMWxPK5lz,Adam Nemec,1985-09-02,Slovakia,FW,ST,,,2015,6.0,3.0,185.0,mls,False,False,False
NWMWXVDj5l,José Mari,1987-12-06,Spain,MF,CM,,,2014,5.0,11.0,152.0,mls,False,False,False
NWMWXvpj5l,Taylor Morgan,1990-10-21,England,MF,CM,,,2013,6.0,5.0,181.0,mls,False,False,False
NWMWz3LQlz,Nuno Coelho,1986-01-07,Portugal,DF,CB,,,2016,6.0,3.0,176.0,mls,False,False,False
Oa5w0DmYq1,Benjamin Stitz,2000-05-12,USA,FW,ST,,,2023,,,,mls,False,False,False
Oa5w0XDAq1,Cyprian Kachwele,2005-02-15,Tanzania,MF,CM,,,2024,6.0,3.0,152.0,mls,False,False,False
Oa5wADrAQ1,Ethan Bristow,2001-11-27,England,DF,FB,,,2023,6.0,2.0,,mls,False,False,False
Oa5wAK7jQ1,Nanu,1994-05-17,Guinea-Bissau,DF,FB,,,2022,5.0,10.0,152.0,mls,False,False,False
Oa5wAm28Q1,Joaquín Sosa,2002-01-10,Uruguay,DF,CB,,,2024,6.0,2.0,181.0,mls,False,False,False
Oa5wAP44Q1,Charles Sharp,2001-06-23,USA,FW,ST,MF,AM,2024,6.0,5.0,192.0,mls,False,False,False
Oa5wApPjQ1,Iuri Tavares,2001-03-08,Portugal,MF,W,,,2024,6.0,1.0,163.0,mls,False,False,False
Oa5wAxPYQ1,Freddy Vargas,1999-04-01,Venezuela,MF,W,,,2021,5.0,11.0,161.0,mls,False,False,False
Oa5wBOBM14,Krzysztof Krol,1987-02-06,Poland,DF,FB,,,2014,6.0,1.0,161.0,mls,False,False,False
Oa5wd77Xq1,Emmanuel Iwe,2000-12-09,USA,FW,W,,ST,2023,,,,mls,False,False,False
Oa5wdkVYq1,Jorge Cabezas,2003-09-06,Colombia,FW,ST,MF,W,2023,6.0,1.0,168.0,mls,False,False,False
Oa5wKVW514,Matt Reis,1975-03-28,USA,GK,GK,,,2013,6.0,1.0,201.0,mls,False,False,False
Oa5wm64Q14,Joaquin Velázquez,1975-08-11,Mexico,DF,CB,,,2013,5.0,11.0,181.0,mls,False,False,False
Oa5wpk4q14,David Edgar,1987-05-19,Canada,DF,CB,,,2016,6.0,3.0,190.0,mls,False,False,False
Oa5wV7lgM1,Reagan Dunk,1994-02-08,USA,DF,FB,,,2017,5.0,11.0,174.0,mls,False,False,False
Oa5wVeoYM1,Zach Steinberger,1992-05-10,USA,MF,CM,,W,2015,5.0,11.0,170.0,mls,False,False,False
Oa5wVNz8M1,Kai Koreniuk,1998-03-01,Netherlands,MF,W,,,2020,6.0,0.0,165.0,mls,False,False,False
Oa5wVojBM1,Washington Corozo,1998-07-09,Ecuador,MF,DM,,,2022,5.0,10.0,159.0,mls,False,False,False
Oa5wVOyDM1,Grant Van de Casteele,1991-05-10,USA,DF,CB,,,2014,6.0,2.0,165.0,mls,False,False,False
Oa5wVwxXM1,Aedan Stanley,1999-12-13,USA,DF,FB,,,2021,5.0,11.0,172.0,mls,False,False,False
Oa5wVXwAM1,Neco Brett,1992-03-22,Jamaica,FW,ST,,,2016,5.0,8.0,165.0,mls,False,False,False
Oa5wVYvWM1,Ezequiel Ponce,1997-03-29,Argentina,FW,ST,,,2024,5.0,9.0,165.0,mls,False,False,False
Oa5wVzD9M1,Aleksandar Radovanovic,1993-11-11,Serbia,DF,CB,,,2023,6.0,2.0,183.0,mls,False,False,False
Oa5wYlbjQ1,Santiago González,1992-06-11,Uruguay,FW,ST,MF,DM,2014,5.0,7.0,161.0,mls,False,False,False
Oa5wYoGYQ1,Juan Esteban Ortiz,1987-08-29,Colombia,MF,DM,,,2016,5.0,10.0,152.0,mls,False,False,False
Oa5wYovWQ1,Benji Joya,1993-09-22,USA,MF,W,,,2014,5.0,8.0,146.0,mls,False,False,False
Oa5wYWaBQ1,Lionard Pajoy,1981-06-07,Colombia,FW,ST,,,2013,6.0,1.0,185.0,mls,False,False,False
Oa5wYWAjQ1,Hunter Jumper,1989-02-28,USA,DF,CB,,FB,2013,6.0,2.0,176.0,mls,False,False,False
Oa5wYWg4Q1,Franck Boli,1993-12-07,Ivory Coast,FW,ST,,,2023,5.0,11.0,170.0,mls,False,False,False
Oa5wYWW9Q1,Miller Bolaños,1990-06-01,Ecuador,MF,W,FW,ST,2013,5.0,7.0,143.0,mls,False,False,False
Oa5wZWXM14,Abel Aguilar,1985-01-06,Colombia,MF,DM,,,2018,6.0,1.0,181.0,mls,False,False,False
odMX74RaQY,Matthew Nocita,2000-04-24,USA,DF,CB,,,2023,6.0,8.0,205.0,mls,False,False,False
odMX7KkoQY,Ousmane Doumbia,1992-05-21,Ivory Coast,MF,DM,,,2023,5.0,8.0,150.0,mls,False,False,False
odMX820JMY,Lucas Pittinari,1991-11-30,Argentina,MF,DM,,,2015,5.0,10.0,165.0,mls,False,False,False
odMX86Z0MY,Carlos Lizarazo,1991-04-26,Colombia,MF,AM,,,2016,5.0,7.0,148.0,mls,False,False,False
odMX87NJMY,Joshua Gatt,1991-08-29,USA,MF,W,,,2017,5.0,10.0,161.0,mls,False,False,False
odMX8NdaMY,Kevin Venegas,1989-07-29,USA,DF,FB,,,2017,5.0,10.0,150.0,mls,False,False,False
odMX8Pb0MY,Ishmael Yartey,1990-01-11,Ghana,MF,W,,,2015,5.0,6.0,143.0,mls,False,False,False
odMX8vKoMY,Yazid Atouba,1993-01-02,Cameroon,MF,W,,CM,2013,5.0,6.0,150.0,mls,False,False,False
odMX8ZE2MY,Casey Townsend,1989-07-07,USA,FW,ST,,,2013,5.0,11.0,163.0,mls,False,False,False
odMXE64e5Y,Kage Romanshyn Jr,2005-06-19,USA,FW,W,,,2024,,,,mls,False,False,False
odMXEAde5Y,Adam Beaudry,2006-04-18,USA,GK,GK,,,2024,,,,mls,False,False,False
