game_id,date_time_utc,home_score,away_score,home_team_id,away_team_id,referee_id,stadium_id,home_manager_id,away_manager_id,expanded_minutes,season_name,matchday,attendance,knockout_game,last_updated_utc,extra_time,penalties,home_penalties,away_penalties,home_score_outlier,away_score_outlier,expanded_minutes_outlier,season_name_outlier,matchday_outlier,attendance_outlier,extra_time_outlier,penalties_outlier,home_penalties_outlier,away_penalties_outlier
gOMnzBW8Mw,2024-11-02 23:30:00 UTC,0,1,zeQZeazqKw,aDQ0lzvQEv,eVq3J465WO,gpMOrLOQzy,p6qbJw3q0G,9YqdzzjMvJ,100,2024,26,10026,False,2024-11-06 14:03:50 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gpMOlVnD5z,2024-11-02 21:00:00 UTC,3,2,XVqKeVKM01,7vQ7BBzqD1,9z5k4YgqA3,vzqoJrj5ap,jYQJJ1VQGR,OlMlY7P5Lz,103,2024,26,7765,False,2024-11-06 13:02:54 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0Oq6e0Dg56,2024-11-02 02:00:00 UTC,3,0,Pk5LeeNqOW,kRQa8JOqKZ,KAqBE1B5bg,p6qbX06M0G,XVqKEk0M01,kRQa4w8qKZ,101,2024,26,23212,False,2024-11-06 20:10:56 UTC,,,,,False,False,False,False,False,False,False,False,False,False
7VqGPGwzQv,2024-11-02 01:30:00 UTC,1,4,eV5D2w9QKn,raMyrr25d2,e7Mz8Eeqr0,e7MzlRjqr0,9vQ2YGaqK6,9vQ2r1LQK6,105,2024,26,9879,False,2024-11-05 13:41:12 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0x5gzZawM7,2024-10-20 23:30:00 UTC,1,1,kRQa8JOqKZ,eV5D2w9QKn,BLMvDxAqxe,7vQ7xbOMD1,kRQa4w8qKZ,9vQ2YGaqK6,102,2024,25,20039,False,2024-10-29 04:14:47 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KAqBowpmQb,2024-10-20 21:00:00 UTC,3,1,raMyrr25d2,XVqKeVKM01,gpMO6D2Qzy,NWMW84L5lz,zeQZn41QKw,jYQJJ1VQGR,101,2024,25,20039,False,2024-10-22 07:56:02 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NWMWzrNDQl,2024-10-20 21:00:00 UTC,2,0,aDQ0lzvQEv,KPqjw8PQ6v,gpMO6alQzy,xW5pwORMg1,9YqdzzjMvJ,2lqRGexQr0,102,2024,25,17065,False,2024-10-22 07:54:44 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eVq3lENXQW,2024-10-20 02:00:00 UTC,1,0,315VnJ759x,zeQZeazqKw,NWMWR3DQlz,Vj58W84M8n,NPqxLwgq9d,p6qbJw3q0G,99,2024,25,14901,False,2024-10-23 17:42:29 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Oa5w69kDM1,2024-10-19 23:30:00 UTC,1,0,eV5DR6YQKn,Pk5LeeNqOW,BLMvXyjqxe,BLMvra8Mxe,kRQa4GoqKZ,XVqKEk0M01,101,2024,25,5905,False,2024-10-23 16:05:12 UTC,,,,,False,False,False,False,False,False,False,False,False,False
jYQJynWZqG,2024-10-19 17:00:00 UTC,4,1,4wM4rZdqjB,7VqG1lYMvW,NWMWpvj5lz,xW5p3L0Mg1,vzqo3mNqap,315Vx06Q9x,103,2024,25,11500,False,2024-10-24 07:09:52 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2lqReN9J5r,2024-10-19 02:00:00 UTC,2,1,7vQ7BBzqD1,4JMAk47qKg,KAqBE1B5bg,9Yqda07QvJ,OlMlY7P5Lz,7VqG8GWQvW,104,2024,25,0,False,2024-10-19 04:14:13 UTC,,,,,False,False,False,False,False,False,False,False,False,False
vzqozWgJ5a,2024-10-14 00:00:00 UTC,0,2,7VqG1lYMvW,4JMAk47qKg,KPqj32nQ6v,Oa5wKXY514,315Vx06Q9x,7VqG8GWQvW,108,2024,24,0,False,2024-10-14 03:20:47 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gOMnzBWlMw,2024-10-13 21:00:00 UTC,4,1,aDQ0lzvQEv,eV5DR6YQKn,2vQ1VL4MrA,xW5pwORMg1,9YqdzzjMvJ,kRQa4GoqKZ,101,2024,24,0,False,2024-10-16 11:49:36 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gpMOlVnr5z,2024-10-13 21:00:00 UTC,3,0,eV5D2w9QKn,7vQ7BBzqD1,eVq3J465WO,e7MzlRjqr0,9vQ2YGaqK6,OlMlY7P5Lz,105,2024,24,0,False,2024-10-16 11:52:01 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0Oq6e0Dx56,2024-10-13 02:00:00 UTC,0,1,315VnJ759x,4wM4rZdqjB,ljqEyb4qx0,Vj58W84M8n,NPqxLwgq9d,vzqo3mNqap,109,2024,24,0,False,2024-10-15 13:52:10 UTC,,,,,False,False,False,False,False,False,False,False,False,False
7VqGPGwjQv,2024-10-12 23:30:00 UTC,1,1,zeQZeazqKw,kRQa8JOqKZ,BLMvXYAqxe,gpMOrLOQzy,p6qbJw3q0G,kRQa4w8qKZ,105,2024,24,7037,False,2024-10-13 01:55:26 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0x5gzZaPM7,2024-10-12 20:00:00 UTC,0,2,KPqjw8PQ6v,raMyrr25d2,a35rgwBqL6,9YqdkYR5vJ,2lqRGexQr0,9vQ2r1LQK6,103,2024,24,0,False,2024-10-16 02:15:51 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NWMWzrNEQl,2024-10-12 02:00:00 UTC,2,0,Pk5LeeNqOW,XVqKeVKM01,jYQJlGW5GR,p6qbX06M0G,XVqKEk0M01,jYQJJ1VQGR,102,2024,24,0,False,2024-10-15 13:51:52 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KAqBowWBQb,2024-10-06 21:00:00 UTC,2,0,XVqKeVKM01,aDQ0lzvQEv,ljqEyb4qx0,vzqoJrj5ap,jYQJJ1VQGR,9YqdzzjMvJ,105,2024,23,7729,False,2024-10-12 09:48:11 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eVq3lE8VQW,2024-10-06 02:00:00 UTC,1,2,Pk5LeeNqOW,eV5D2w9QKn,odMXV70qYL,p6qbX06M0G,XVqKEk0M01,9vQ2YGaqK6,107,2024,23,17451,False,2024-10-10 10:38:10 UTC,,,,,False,False,False,False,False,False,False,False,False,False
jYQJyn9kqG,2024-10-05 23:30:00 UTC,0,2,eV5DR6YQKn,4wM4rZdqjB,2vQ1Bo8MrA,BLMvra8Mxe,kRQa4GoqKZ,vzqo3mNqap,101,2024,23,6013,False,2024-10-10 06:31:28 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Oa5w69r4M1,2024-10-05 23:30:00 UTC,5,1,raMyrr25d2,315VnJ759x,BLMvDxAqxe,NWMW84L5lz,9vQ2r1LQK6,NPqxLwgq9d,106,2024,23,9092,False,2024-10-10 06:31:43 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Xj5YzrXRqb,2024-10-05 23:00:00 UTC,2,1,zeQZeazqKw,7VqG1lYMvW,9z5k4YgqA3,gpMOrLOQzy,p6qbJw3q0G,315Vx06Q9x,106,2024,23,8496,False,2024-10-10 10:39:44 UTC,,,,,False,False,False,False,False,False,False,False,False,False
e7MzoPdG5r,2024-10-05 02:00:00 UTC,0,1,7vQ7BBzqD1,kRQa8JOqKZ,gpMO6A2Qzy,9Yqda07QvJ,OlMlY7P5Lz,kRQa4w8qKZ,106,2024,23,6707,False,2024-10-09 08:22:44 UTC,,,,,False,False,False,False,False,False,False,False,False,False
N6Mmz39x5E,2024-10-05 00:00:00 UTC,0,2,4JMAk47qKg,KPqjw8PQ6v,0Oq6AZ756D,0x5g6ojM7O,KPqj16n56v,2lqRGexQr0,109,2024,23,5870,False,2024-10-08 13:53:34 UTC,,,,,False,False,False,False,False,False,False,False,False,False
ljqEkW64Mx,2024-09-29 22:00:00 UTC,1,3,KPqjw8PQ6v,zeQZeazqKw,gpMO6D2Qzy,9YqdkYR5vJ,2lqRGexQr0,p6qbJw3q0G,101,2024,22,4317,False,2024-10-05 21:17:31 UTC,,,,,False,False,False,False,False,False,False,False,False,False
p6qbzdwwq0,2024-09-29 22:00:00 UTC,0,1,7vQ7BBzqD1,315VnJ759x,9vQ28gY5K6,9Yqda07QvJ,OlMlY7P5Lz,NPqxLwgq9d,102,2024,22,9051,False,2024-10-04 15:25:48 UTC,,,,,False,False,False,False,False,False,False,False,False,False
XVqK7ok0q0,2024-09-29 02:00:00 UTC,2,0,7VqG1lYMvW,Pk5LeeNqOW,NWMWR3DQlz,Oa5wKXY514,315Vx06Q9x,XVqKEk0M01,99,2024,22,15271,False,2024-10-02 13:15:50 UTC,,,,,False,False,False,False,False,False,False,False,False,False
BLMvGRYW5x,2024-09-28 23:30:00 UTC,3,1,XVqKeVKM01,4JMAk47qKg,NWMWpvj5lz,vzqoJrj5ap,jYQJJ1VQGR,KPqj16n56v,111,2024,22,17087,False,2024-10-05 21:08:05 UTC,,,,,False,False,False,False,False,False,False,False,False,False
zeQZzl2rQK,2024-09-28 23:00:00 UTC,1,0,eV5D2w9QKn,eV5DR6YQKn,a35r3kGqL6,e7MzlRjqr0,9vQ2YGaqK6,kRQa4GoqKZ,109,2024,22,9002,False,2024-10-05 21:07:55 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4wM480dNMj,2024-09-28 17:00:00 UTC,1,1,4wM4rZdqjB,raMyrr25d2,0Oq6AZ756D,xW5p3L0Mg1,vzqo3mNqap,9vQ2r1LQK6,101,2024,22,11500,False,2024-10-02 14:12:27 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4JMAnJB15K,2024-09-28 02:00:00 UTC,1,2,kRQa8JOqKZ,aDQ0lzvQEv,ljqEmaAqx0,7vQ7xbOMD1,kRQa4w8qKZ,9YqdzzjMvJ,100,2024,22,19257,False,2024-10-03 14:43:26 UTC,,,,,False,False,False,False,False,False,False,False,False,False
kRQazYJjMK,2024-09-24 02:00:00 UTC,2,2,kRQa8JOqKZ,Pk5LeeNqOW,a35rXmAQL6,7vQ7xbOMD1,kRQa4w8qKZ,gjMNpNDqKp,105,2024,21,22000,False,2024-09-28 20:07:21 UTC,,,,,False,False,False,False,False,False,False,False,False,False
xW5pJgPJQg,2024-09-22 17:00:00 UTC,1,0,raMyrr25d2,eV5D2w9QKn,BLMvXYAqxe,NWMW84L5lz,9vQ2r1LQK6,9vQ2YGaqK6,101,2024,21,7680,False,2024-09-28 20:01:45 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KPqjzbnYq6,2024-09-22 01:30:00 UTC,1,0,KPqjw8PQ6v,7VqG1lYMvW,ljqEyb4qx0,9YqdkYR5vJ,2lqRGexQr0,315Vx06Q9x,107,2024,21,5045,False,2024-09-28 20:00:53 UTC,,,,,False,False,False,False,False,False,False,False,False,False
aDQ0D013QE,2024-09-22 00:30:00 UTC,1,0,4JMAk47qKg,7vQ7BBzqD1,2lqRoEaQr0,0x5g6ojM7O,7VqG8GWQvW,OlMlY7P5Lz,102,2024,21,5807,False,2024-09-30 15:43:05 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NPqxOklX59,2024-09-21 23:30:00 UTC,2,1,eV5DR6YQKn,zeQZeazqKw,e7Mz8Eeqr0,BLMvra8Mxe,kRQa4GoqKZ,p6qbJw3q0G,106,2024,21,4653,False,2024-09-28 19:50:34 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9vQ2r0lmQK,2024-09-21 02:30:00 UTC,0,1,315VnJ759x,XVqKeVKM01,KAqBE1B5bg,Vj58W84M8n,NPqxLwgq9d,jYQJJ1VQGR,99,2024,21,11063,False,2024-09-25 13:09:50 UTC,,,,,False,False,False,False,False,False,False,False,False,False
odMXzjexqY,2024-09-21 00:00:00 UTC,3,0,4wM4rZdqjB,aDQ0lzvQEv,gpMO6A2Qzy,xW5p3L0Mg1,vzqo3mNqap,9YqdzzjMvJ,106,2024,21,11500,False,2024-09-24 14:02:25 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KXMezAWP56,2024-09-17 02:00:00 UTC,0,2,7vQ7BBzqD1,raMyrr25d2,e7MzyK9Qr0,9Yqda07QvJ,OlMlY7P5Lz,9vQ2r1LQK6,98,2024,20,6604,False,2024-09-24 12:48:47 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9YqdzEBEMv,2024-09-15 17:00:00 UTC,3,0,aDQ0lzvQEv,4JMAk47qKg,2vQ1Bo8MrA,xW5pwORMg1,9YqdzzjMvJ,KPqj16n56v,111,2024,20,11792,False,2024-09-20 07:16:05 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Vj58J0xLQ8,2024-09-15 02:00:00 UTC,1,2,eV5D2w9QKn,7VqG1lYMvW,aDQ03rGqEv,e7MzlRjqr0,9vQ2YGaqK6,315Vx06Q9x,104,2024,20,9494,False,2024-09-20 07:15:56 UTC,,,,,False,False,False,False,False,False,False,False,False,False
OlMlzYRDqL,2024-09-14 23:30:00 UTC,2,1,eV5DR6YQKn,kRQa8JOqKZ,ljqEyb4qx0,BLMvra8Mxe,kRQa4GoqKZ,kRQa4w8qKZ,105,2024,20,5493,False,2024-09-19 16:26:26 UTC,,,,,False,False,False,False,False,False,False,False,False,False
a35r36N2qL,2024-09-14 02:00:00 UTC,0,1,Pk5LeeNqOW,KPqjw8PQ6v,9vQ28gY5K6,p6qbX06M0G,XVqKEk0M01,2lqRGexQr0,106,2024,20,0,False,2024-09-18 13:07:41 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eV5D9BGnqK,2024-09-14 00:00:00 UTC,0,0,XVqKeVKM01,4wM4rZdqjB,ljqEmaAqx0,vzqoJrj5ap,jYQJJ1VQGR,vzqo3mNqap,101,2024,20,9396,False,2024-09-18 13:04:16 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2vQ110rOQr,2024-09-13 23:00:00 UTC,1,1,zeQZeazqKw,315VnJ759x,jYQJlGW5GR,gpMOrLOQzy,p6qbJw3q0G,NPqxLwgq9d,99,2024,20,6837,False,2024-09-18 13:07:11 UTC,,,,,False,False,False,False,False,False,False,False,False,False
7vQ7X02GMD,2024-09-09 00:00:00 UTC,1,4,7VqG1lYMvW,zeQZeazqKw,KAqBE1B5bg,Oa5wKXY514,315Vx06Q9x,p6qbJw3q0G,111,2024,19,26516,False,2024-09-13 14:08:21 UTC,,,,,False,False,False,False,False,False,False,False,False,False
raMynV8d5d,2024-09-08 22:00:00 UTC,0,1,KPqjw8PQ6v,XVqKeVKM01,BLMvXYAqxe,9YqdkYR5vJ,2lqRGexQr0,jYQJJ1VQGR,106,2024,19,7291,False,2024-09-13 14:08:56 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gjMNrkLDMK,2024-09-08 17:00:00 UTC,2,1,raMyrr25d2,4JMAk47qKg,a35rXmAQL6,NWMW84L5lz,9vQ2r1LQK6,KPqj16n56v,115,2024,19,5883,False,2024-09-11 06:46:35 UTC,,,,,False,False,True,False,False,False,False,False,False,False
Pk5LDRVY5O,2024-09-08 02:00:00 UTC,1,0,315VnJ759x,eV5DR6YQKn,odMXV70qYL,Vj58W84M8n,NPqxLwgq9d,kRQa4GoqKZ,102,2024,19,11478,False,2024-09-11 06:46:11 UTC,,,,,False,False,False,False,False,False,False,False,False,False
EGMP8Py6Ma,2024-09-07 23:30:00 UTC,1,0,4wM4rZdqjB,eV5D2w9QKn,BLMvXyjqxe,xW5p3L0Mg1,vzqo3mNqap,9vQ2YGaqK6,97,2024,19,11500,False,2024-09-10 17:56:52 UTC,,,,,False,False,False,False,False,False,False,False,False,False
315Vzr8n59,2024-09-07 16:30:00 UTC,2,1,aDQ0lzvQEv,Pk5LeeNqOW,a35rgwBqL6,xW5pwORMg1,9YqdzzjMvJ,XVqKEk0M01,106,2024,19,14306,False,2024-09-11 06:45:41 UTC,,,,,False,False,False,False,False,False,False,False,False,False
9z5kzJodMA,2024-09-07 02:00:00 UTC,2,3,kRQa8JOqKZ,7vQ7BBzqD1,7VqG8p3QvW,7vQ7xbOMD1,kRQa4w8qKZ,OlMlY7P5Lz,118,2024,19,16023,False,2024-09-13 14:09:05 UTC,,,,,False,False,True,False,False,False,False,False,False,False
wvq9w40BMW,2024-09-02 00:00:00 UTC,1,1,7VqG1lYMvW,aDQ0lzvQEv,BLMvnDjMxe,Oa5wKXY514,315Vx06Q9x,9YqdzzjMvJ,104,2024,18,23541,False,2024-09-09 20:49:26 UTC,,,,,False,False,False,False,False,False,False,False,False,False
2lqReNDJ5r,2024-09-01 23:25:00 UTC,2,0,XVqKeVKM01,raMyrr25d2,315VVZY59x,vzqoJrj5ap,jYQJJ1VQGR,9vQ2r1LQK6,110,2024,18,8726,False,2024-09-09 20:49:16 UTC,,,,,False,False,False,False,False,False,False,False,False,False
vzqozWVJ5a,2024-09-01 20:00:00 UTC,2,1,kRQa8JOqKZ,KPqjw8PQ6v,jYQJlGW5GR,7vQ7xbOMD1,kRQa4w8qKZ,2lqRGexQr0,119,2024,18,18159,False,2024-09-09 20:49:11 UTC,,,,,False,False,True,False,False,False,False,False,False,False
gOMnzBklMw,2024-09-01 18:00:00 UTC,2,1,zeQZeazqKw,4wM4rZdqjB,eVq3J465WO,gpMOrLOQzy,p6qbJw3q0G,vzqo3mNqap,101,2024,18,6003,False,2024-09-09 12:13:49 UTC,,,,,False,False,False,False,False,False,False,False,False,False
gpMOlVNr5z,2024-09-01 01:30:00 UTC,1,3,4JMAk47qKg,eV5D2w9QKn,vzqokzpqap,0x5g6ojM7O,KPqj16n56v,9vQ2YGaqK6,119,2024,18,5171,False,2024-09-09 12:12:45 UTC,,,,,False,False,True,False,False,False,False,False,False,False
0Oq6e0Xx56,2024-08-31 23:30:00 UTC,2,3,eV5DR6YQKn,7vQ7BBzqD1,aDQ03rGqEv,BLMvra8Mxe,KXMew2kq64,KPqjYOy56v,108,2024,18,5011,False,2024-09-09 12:12:35 UTC,,,,,False,False,False,False,False,False,False,False,False,False
7VqGPGnjQv,2024-08-31 02:00:00 UTC,1,3,Pk5LeeNqOW,315VnJ759x,e7MzyK9Qr0,p6qbX06M0G,XVqKEk0M01,NPqxLwgq9d,110,2024,18,18018,False,2024-09-09 12:02:39 UTC,,,,,False,False,False,False,False,False,False,False,False,False
0x5gzZGPM7,2024-08-26 02:00:00 UTC,1,0,7vQ7BBzqD1,zeQZeazqKw,a35rgwBqL6,9Yqda07QvJ,OlMlY7P5Lz,p6qbJw3q0G,100,2024,17,16598,False,2024-09-05 16:24:37 UTC,,,,,False,False,False,False,False,False,False,False,False,False
NWMWzrdEQl,2024-08-25 16:00:00 UTC,4,1,aDQ0lzvQEv,4wM4rZdqjB,KAqBE1B5bg,xW5pwORMg1,9YqdzzjMvJ,vzqo3mNqap,106,2024,17,0,False,2024-08-29 07:54:56 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KAqBow1BQb,2024-08-24 23:30:00 UTC,3,1,eV5DR6YQKn,KPqjw8PQ6v,e7MzyK9Qr0,BLMvra8Mxe,kRQa4GoqKZ,2lqRGexQr0,106,2024,17,6607,False,2024-08-25 02:03:53 UTC,,,,,False,False,False,False,False,False,False,False,False,False
eVq3lEGVQW,2024-08-24 20:30:00 UTC,1,2,7VqG1lYMvW,kRQa8JOqKZ,BLMvXYAqxe,Oa5wKXY514,315Vx06Q9x,kRQa4w8qKZ,106,2024,17,0,False,2024-08-24 23:05:42 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Oa5w69G4M1,2024-08-24 18:30:00 UTC,2,0,raMyrr25d2,Pk5LeeNqOW,ljqEmaAqx0,NWMW84L5lz,9vQ2r1LQK6,XVqKEk0M01,102,2024,17,10640,False,2024-08-24 21:24:17 UTC,,,,,False,False,False,False,False,False,False,False,False,False
jYQJynxkqG,2024-08-24 01:30:00 UTC,2,1,eV5D2w9QKn,315VnJ759x,KPqj32nQ6v,e7MzlRjqr0,9vQ2YGaqK6,NPqxLwgq9d,107,2024,17,14539,False,2024-08-24 03:55:02 UTC,,,,,False,False,False,False,False,False,False,False,False,False
Xj5YzrvRqb,2024-08-24 00:00:00 UTC,0,1,4JMAk47qKg,XVqKeVKM01,a35r3kGqL6,0x5g6ojM7O,KPqj16n56v,jYQJJ1VQGR,107,2024,17,6514,False,2024-08-24 02:15:41 UTC,,,,,False,False,False,False,False,False,False,False,False,False
N6Mmz3vx5E,2024-07-07 22:00:00 UTC,1,1,7vQ7BBzqD1,eV5D2w9QKn,gpMO6A2Qzy,9Yqda07QvJ,OlMlY7P5Lz,9vQ2YGaqK6,111,2024,16,6276,False,2024-07-08 00:31:36 UTC,,,,,False,False,False,False,False,False,False,False,False,False
e7MzoPnG5r,2024-07-07 20:30:00 UTC,3,1,zeQZeazqKw,eV5DR6YQKn,BLMvnDjMxe,gpMOrLOQzy,p6qbJw3q0G,KXMew2kq64,98,2024,16,4738,False,2024-07-07 22:43:06 UTC,,,,,False,False,False,False,False,False,False,False,False,False
p6qbzdEwq0,2024-07-07 02:00:00 UTC,0,3,315VnJ759x,aDQ0lzvQEv,2vQ1Bo8MrA,Vj58W84M8n,NPqxLwgq9d,NPqxDAgq9d,113,2024,16,11384,False,2024-07-07 04:21:22 UTC,,,,,False,False,True,False,False,False,False,False,False,False
ljqEkW84Mx,2024-07-07 02:00:00 UTC,1,2,kRQa8JOqKZ,raMyrr25d2,0Oq6AZ756D,7vQ7xbOMD1,kRQa4w8qKZ,9vQ2r1LQK6,104,2024,16,0,False,2024-07-07 04:13:41 UTC,,,,,False,False,False,False,False,False,False,False,False,False
XVqK7o00q0,2024-07-06 23:30:00 UTC,1,2,4wM4rZdqjB,XVqKeVKM01,a35rXmAQL6,xW5p3L0Mg1,vzqo3mNqap,jYQJJ1VQGR,108,2024,16,11500,False,2024-07-07 01:43:57 UTC,,,,,False,False,False,False,False,False,False,False,False,False
BLMvGRgW5x,2024-07-06 17:00:00 UTC,1,0,KPqjw8PQ6v,4JMAk47qKg,2vQ1VL4MrA,9YqdkYR5vJ,2lqRGexQr0,KPqj16n56v,101,2024,16,5566,False,2024-07-06 19:18:31 UTC,,,,,False,False,False,False,False,False,False,False,False,False
zeQZzlvrQK,2024-07-06 02:00:00 UTC,1,0,Pk5LeeNqOW,7VqG1lYMvW,a35r3kGqL6,p6qbX06M0G,XVqKEk0M01,4JMA4J7QKg,102,2024,16,18011,False,2024-07-06 04:24:51 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4wM4806NMj,2024-06-30 23:30:00 UTC,0,3,kRQa8JOqKZ,XVqKeVKM01,NWMWR3DQlz,7vQ7xbOMD1,kRQa4w8qKZ,jYQJJ1VQGR,106,2024,15,22000,False,2024-07-01 01:49:42 UTC,,,,,False,False,False,False,False,False,False,False,False,False
4JMAnJD15K,2024-06-30 17:00:00 UTC,1,1,raMyrr25d2,7vQ7BBzqD1,eVq3J465WO,NWMW84L5lz,9vQ2r1LQK6,OlMlY7P5Lz,105,2024,15,7064,False,2024-06-30 19:32:07 UTC,,,0.0,0.0,False,False,False,False,False,False,False,False,False,False
kRQazYvjMK,2024-06-30 02:00:00 UTC,0,0,eV5D2w9QKn,Pk5LeeNqOW,BLMvDxAqxe,e7MzlRjqr0,7vQ7DeLMD1,XVqKEk0M01,99,2024,15,8677,False,2024-07-04 12:38:56 UTC,,,,,False,False,False,False,False,False,False,False,False,False
xW5pJgvJQg,2024-06-29 23:30:00 UTC,0,1,aDQ0lzvQEv,zeQZeazqKw,odMXV70qYL,xW5pwORMg1,NPqxDAgq9d,p6qbJw3q0G,105,2024,15,15717,False,2024-07-05 14:19:45 UTC,,,,,False,False,False,False,False,False,False,False,False,False
KPqjzbvYq6,2024-06-29 20:00:00 UTC,0,1,eV5DR6YQKn,315VnJ759x,aDQ03rGqEv,BLMvra8Mxe,kRQa4GoqKZ,NPqxLwgq9d,107,2024,15,8096,False,2024-06-29 22:11:42 UTC,,,,,False,False,False,False,False,False,False,False,False,False
aDQ0D0B3QE,2024-06-29 02:00:00 UTC,0,3,7VqG1lYMvW,KPqjw8PQ6v,e7MzyK9Qr0,Oa5wKXY514,4JMA4J7QKg,2lqRGexQr0,99,2024,15,24115,False,2024-06-29 04:34:27 UTC,,,,,False,False,False,False,False,False,False,False,False,False
