player_id,team_id,season_name,general_position,minutes_played,shots,shots_on_target,goals,xgoals,xplace,goals_minus_xgoals,key_passes,primary_assists,xassists,primary_assists_minus_xassists,xgoals_plus_xassists,points_added,xpoints_added,season_name_outlier,minutes_played_outlier,shots_outlier,shots_on_target_outlier,goals_outlier,xgoals_outlier,xplace_outlier,goals_minus_xgoals_outlier,key_passes_outlier,primary_assists_outlier,xassists_outlier,primary_assists_minus_xassists_outlier,xgoals_plus_xassists_outlier,points_added_outlier,xpoints_added_outlier
gjMNReABMK,KAqBN0Vqbg,2021,CM,2898,81,30,9,8.4541,0.7499,0.5459,66,4,5.9436,-1.9436,14.3977,4.3155,5.6993,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
gjMNReABMK,KAqBN0Vqbg,2022,AM,1957,56,17,2,3.4726,0.6099,-1.4726,42,5,4.6181,0.3819,8.0907,1.182,2.7726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNRJkkMK,19vQ2095K6,2017,CB,576,6,1,0,0.367,-0.3225,-0.367,1,0,0.0213,-0.0213,0.38830000000000003,0.0,0.2146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNRl1pMK,pzeQZ6xQKw,2023,FB,276,1,0,0,0.0722,-0.0722,-0.0722,1,0,0.0775,-0.0775,0.14980000000000002,0.0,0.055600000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNRlApMK,KAqBN0Vqbg,2022,ST,1867,48,18,7,8.9342,-1.7737,-1.9342000000000001,18,1,1.2651,-0.2651,10.1993,2.2108,5.6494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gjMNrO3MKp,WBLMvYAQxe,2013,CM,2710,79,28,11,8.4156,-0.2439,2.5844,63,7,7.3614,-0.3614,15.777,4.2111,4.7845,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
gjMNrO3MKp,WBLMvYAQxe,2014,AM,2933,99,39,10,7.3866,0.9303,2.6134,99,10,11.0357,-1.0357,18.4224,4.6168,4.4569,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False
gjMNrO3MKp,WBLMvYAQxe,2015,AM,2328,78,29,3,6.0638,-0.6867000000000001,-3.0638,82,9,7.5428,1.4572,13.6066,0.525,4.318,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
gjMNrO3MKp,WBLMvYAQxe,2016,AM,2830,112,38,14,10.2128,1.6475,3.7872,86,6,9.525500000000001,-3.5255,19.7383,6.542,5.5563,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False
gjMNrO3MKp,WBLMvYAQxe,2017,AM,3261,98,41,21,14.0418,3.6685,6.9582,73,9,7.6917,1.3083,21.7335,9.4073,7.2144,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True
